image_file;object_id;bbox_x;bbox_y;bbox_width_px;bbox_height_px;area_cm2;panjang_cm;lebar_cm;jarak_kamera_cm;ketebalan_cm;volume_cm3;aspect_ratio;perimeter_cm;solidity;compactness;berat_kering_gram;Ground_Truth_gram;Pred_Random_Forest_gram;Pred_Xgboost_gram;Pred_Gbdt_gram;Pred_Catboost_gram;Pred_CNN_gram;Pred_LSTM_gram;Pred_Transformer_gram;AE_Random_Forest_gram;SE_Random_Forest_gram2;APE_Random_Forest_percent;AE_Xgboost_gram;SE_Xgboost_gram2;APE_Xgboost_percent;AE_Gbdt_gram;SE_Gbdt_gram2;APE_Gbdt_percent;AE_Catboost_gram;SE_Catboost_gram2;APE_Catboost_percent;AE_CNN_gram;SE_CNN_gram2;APE_CNN_percent;AE_LSTM_gram;SE_LSTM_gram2;APE_LSTM_percent;AE_Transformer_gram;SE_Transformer_gram2;APE_Transformer_percent
ZoneA_071.jpg;0;1062;1446;826;871;34.08;7.9;8.74;28.86;2.89;98.37;0.904;36.5;0.786;3.111;1.0;1.0;1.16;1.0;1.0;1.02;1.57;2.56;1.13;0.16;0.02;15.5;0.0;0.0;0.09;0.0;0.0;0.09;0.02;0.0;1.51;0.57;0.32;56.53;1.56;2.44;156.24;0.13;0.02;12.99
ZoneA_072.jpg;0;1088;1370;896;896;33.88;8.37;8.78;28.18;2.82;95.47;0.954;37.63;0.76;3.326;1.0;1.0;1.24;1.0;1.0;1.03;1.64;2.56;1.36;0.24;0.06;23.5;0.0;0.0;0.07;0.0;0.0;0.01;0.03;0.0;2.62;0.64;0.41;63.66;1.56;2.44;156.24;0.36;0.13;35.64
ZoneA_073.jpg;0;922;1037;1484;2003;92.84;10.99;15.55;22.34;2.23;207.42;0.707;81.3;0.777;5.665;1.0;1.0;1.47;1.0;1.0;1.03;2.03;2.56;1.74;0.47;0.22;47.0;0.0;0.0;0.04;0.0;0.0;0.13;0.03;0.0;2.93;1.03;1.06;103.19;1.56;2.44;156.24;0.74;0.55;74.09
ZoneA_074.jpg;0;902;1101;1511;1984;98.71;11.18;15.39;22.32;2.23;220.32;0.726;70.17;0.824;3.969;1.0;1.0;1.6;1.0;1.0;1.04;2.01;2.56;1.84;0.6;0.36;60.0;0.0;0.0;0.39;0.0;0.0;0.06;0.04;0.0;4.37;1.01;1.02;100.9;1.56;2.44;156.24;0.84;0.71;84.19
ZoneA_075.jpg;0;960;1062;1286;1978;57.42;9.7;15.65;22.76;2.28;130.68;0.62;101.74;0.57;14.345;1.0;1.0;1.9;1.0;1.0;1.08;2.38;2.56;1.63;0.9;0.8;89.5;0.0;0.0;0.43;0.0;0.0;0.09;0.08;0.01;8.28;1.38;1.9;137.68;1.56;2.44;156.25;0.63;0.4;63.25
ZoneA_076.jpg;0;986;1037;1312;1990;58.51;9.87;15.69;22.69;2.27;132.77;0.629;96.81;0.586;12.745;1.0;1.0;2.58;2.41;2.38;2.17;2.45;2.56;1.93;1.58;2.51;158.5;1.41;2.0;141.25;1.38;1.9;137.96;1.17;1.37;116.99;1.45;2.11;145.35;1.56;2.44;156.25;0.93;0.86;92.98
ZoneA_077.jpg;0;1139;1267;1063;1632;40.1;8.51;13.71;24.16;2.42;96.88;0.621;109.5;0.484;23.794;1.0;1.0;1.87;1.34;0.97;1.18;2.08;2.56;1.62;0.87;0.76;87.0;0.34;0.12;34.2;0.03;0.0;3.41;0.18;0.03;18.2;1.08;1.16;107.82;1.56;2.44;156.25;0.62;0.38;61.85
ZoneA_078.jpg;0;1114;1242;1100;1644;38.59;8.76;13.72;24.01;2.4;92.65;0.638;108.87;0.463;24.445;1.0;1.0;1.4;1.0;1.0;1.03;1.82;2.56;1.59;0.4;0.16;40.0;0.0;0.0;0.15;0.0;0.0;0.08;0.03;0.0;3.01;0.82;0.67;81.7;1.56;2.44;156.25;0.59;0.35;59.05
ZoneA_079.jpg;0;755;909;1728;2169;52.79;12.42;16.35;21.69;2.17;114.5;0.76;136.36;0.417;28.03;2.0;2.0;2.26;2.0;2.0;1.98;1.65;2.56;1.72;0.26;0.07;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.85;0.35;0.13;17.72;0.56;0.32;28.13;0.28;0.08;13.95
ZoneA_080.jpg;0;730;806;1785;2279;56.09;12.7;17.0;21.46;2.15;120.37;0.747;141.52;0.415;28.412;2.0;2.0;2.15;2.0;2.0;2.02;1.8;2.56;2.01;0.15;0.02;7.5;0.0;0.0;0.02;0.0;0.0;0.01;0.02;0.0;0.85;0.2;0.04;9.9;0.56;0.32;28.13;0.01;0.0;0.72
ZoneA_081.jpg;0;1037;1293;1453;1792;41.75;10.98;14.2;22.8;2.28;95.19;0.773;112.34;0.437;24.056;2.0;2.0;1.92;2.0;2.0;2.0;1.32;2.56;1.58;0.08;0.01;4.25;0.0;0.0;0.04;0.0;0.0;0.03;0.0;0.0;0.14;0.68;0.46;34.01;0.56;0.32;28.13;0.42;0.18;21.08
ZoneA_082.jpg;0;1011;1267;1472;1843;42.6;11.06;14.52;22.66;2.27;96.52;0.762;110.87;0.439;22.963;2.0;2.0;2.0;2.0;2.0;1.99;1.35;2.56;1.54;0.0;0.0;0.25;0.0;0.0;0.01;0.0;0.0;0.05;0.01;0.0;0.57;0.65;0.42;32.55;0.56;0.32;28.13;0.46;0.22;23.24
ZoneA_083.jpg;0;960;1498;1152;1369;33.19;9.44;11.76;24.71;2.47;82.02;0.803;79.96;0.488;15.328;2.0;2.0;2.08;2.0;2.0;2.01;2.05;2.56;1.79;0.08;0.01;4.25;0.0;0.0;0.03;0.0;0.0;0.02;0.01;0.0;0.65;0.05;0.0;2.46;0.56;0.32;28.12;0.21;0.05;10.69
ZoneA_084.jpg;0;960;1498;1133;1369;33.79;9.3;11.79;24.77;2.48;83.69;0.789;83.4;0.491;16.381;2.0;2.0;2.04;2.0;2.0;1.99;2.06;2.56;1.75;0.04;0.0;2.25;0.0;0.0;0.03;0.0;0.0;0.02;0.01;0.0;0.44;0.06;0.0;2.83;0.56;0.32;28.12;0.25;0.06;12.28
ZoneA_085.jpg;0;326;576;2183;2598;146.73;14.96;18.67;20.67;2.07;303.29;0.801;114.97;0.703;7.169;5.0;5.0;4.66;5.0;5.0;4.96;4.57;2.56;5.31;0.34;0.12;6.9;0.0;0.0;0.01;0.0;0.0;0.01;0.04;0.0;0.7;0.43;0.18;8.52;2.44;5.94;48.75;0.31;0.1;6.27
ZoneA_086.jpg;0;288;525;2291;2643;152.74;15.59;18.86;20.53;2.05;313.57;0.827;122.18;0.701;7.777;5.0;5.0;4.81;5.0;5.0;5.01;4.96;2.56;5.32;0.19;0.04;3.8;0.0;0.0;0.03;0.0;0.0;0.01;0.01;0.0;0.27;0.04;0.0;0.89;2.44;5.94;48.75;0.32;0.1;6.47
ZoneA_087.jpg;0;550;1370;1792;2099;93.32;12.89;15.83;21.7;2.17;202.5;0.814;120.63;0.643;12.409;5.0;5.0;4.86;5.0;5.0;5.05;4.71;2.56;5.88;0.13;0.02;2.7;0.0;0.0;0.05;0.0;0.0;0.02;0.05;0.0;0.95;0.29;0.08;5.74;2.44;5.94;48.75;0.88;0.77;17.54
ZoneA_088.jpg;0;602;1344;1734;2074;91.61;12.54;15.73;21.82;2.18;199.88;0.797;114.7;0.65;11.428;5.0;5.0;4.92;5.0;5.0;4.97;4.48;2.56;5.76;0.08;0.01;1.7;0.0;0.0;0.0;0.0;0.0;0.01;0.03;0.0;0.56;0.52;0.27;10.45;2.44;5.94;48.75;0.76;0.58;15.22
ZoneA_089.jpg;0;928;1395;1369;1632;68.12;10.59;13.24;23.34;2.33;158.98;0.8;87.13;0.69;8.87;5.0;5.0;4.37;4.99;5.0;4.94;4.09;2.56;4.36;0.63;0.4;12.6;0.01;0.0;0.14;0.0;0.0;0.03;0.06;0.0;1.24;0.91;0.83;18.2;2.44;5.94;48.75;0.64;0.41;12.81
ZoneA_090.jpg;0;883;1395;1427;1664;67.19;10.94;13.38;23.13;2.31;155.41;0.818;90.16;0.663;9.628;5.0;5.0;4.38;5.0;5.0;4.93;4.17;2.56;5.28;0.62;0.38;12.3;0.0;0.0;0.01;0.0;0.0;0.02;0.07;0.01;1.47;0.83;0.68;16.53;2.44;5.94;48.75;0.28;0.08;5.51
ZoneA_091.jpg;0;1242;934;1664;1466;86.2;12.71;11.74;23.04;2.3;198.61;1.083;77.53;0.73;5.549;2.0;2.0;2.27;1.9;1.97;1.83;3.07;2.56;2.46;0.27;0.07;13.5;0.1;0.01;4.93;0.03;0.0;1.26;0.17;0.03;8.31;1.07;1.15;53.73;0.56;0.32;28.12;0.46;0.21;23.12
ZoneA_092.jpg;0;1242;883;1702;1498;90.38;12.91;11.92;22.89;2.29;206.89;1.084;75.37;0.752;5.001;2.0;2.0;2.28;2.0;2.0;1.99;2.9;2.56;2.41;0.29;0.08;14.25;0.0;0.0;0.02;0.0;0.0;0.06;0.01;0.0;0.43;0.9;0.81;45.08;0.56;0.32;28.12;0.41;0.17;20.68
ZoneA_093.jpg;0;1318;1037;1255;1107;56.4;10.52;9.73;25.28;2.53;142.57;1.081;65.45;0.715;6.044;2.0;2.0;2.33;2.0;2.0;2.06;3.33;2.56;3.02;0.33;0.11;16.25;0.0;0.0;0.12;0.0;0.0;0.06;0.06;0.0;2.84;1.33;1.76;66.28;0.56;0.32;28.12;1.02;1.04;51.01
ZoneA_094.jpg;0;1344;986;1280;1139;57.11;10.64;9.93;25.07;2.51;143.18;1.072;66.61;0.712;6.183;2.0;2.0;2.47;2.94;2.25;2.54;3.45;2.56;3.09;0.47;0.22;23.5;0.94;0.89;47.06;0.25;0.06;12.38;0.54;0.29;27.12;1.45;2.09;72.27;0.56;0.32;28.12;1.09;1.19;54.56
ZoneA_095.jpg;0;1472;1190;998;884;44.37;9.13;8.48;27.61;2.76;122.5;1.077;55.55;0.725;5.535;2.0;2.0;1.89;2.0;2.0;1.97;2.07;2.56;1.53;0.11;0.01;5.5;0.0;0.0;0.06;0.0;0.0;0.07;0.03;0.0;1.52;0.07;0.0;3.36;0.56;0.32;28.12;0.47;0.23;23.75
ZoneA_096.jpg;0;1498;1190;998;922;43.48;9.06;8.77;27.38;2.74;119.06;1.032;55.51;0.714;5.639;2.0;2.0;1.86;2.0;2.0;2.02;2.14;2.56;1.72;0.14;0.02;6.75;0.0;0.0;0.01;0.0;0.0;0.05;0.02;0.0;1.1;0.14;0.02;7.17;0.56;0.32;28.12;0.28;0.08;14.24
ZoneA_097.jpg;0;1062;1267;1236;1664;62.93;9.67;13.64;23.59;2.36;148.45;0.708;69.23;0.691;6.062;1.0;1.0;2.0;1.48;2.05;1.66;2.65;2.56;2.25;1.0;0.99;99.5;0.48;0.23;48.05;1.05;1.11;105.13;0.66;0.44;66.38;1.65;2.71;164.5;1.56;2.44;156.24;1.25;1.57;125.46
ZoneA_098.jpg;0;1037;1242;1261;1683;65.74;9.82;13.74;23.48;2.35;154.35;0.715;66.98;0.7;5.431;1.0;1.0;1.4;1.01;1.0;1.12;2.46;2.56;2.12;0.4;0.16;39.5;0.01;0.0;0.53;0.0;0.0;0.15;0.12;0.01;11.51;1.46;2.13;145.88;1.56;2.44;156.24;1.12;1.26;112.12
ZoneA_099.jpg;0;1344;1523;896;1191;41.83;7.87;10.96;26.48;2.65;110.76;0.717;54.4;0.692;5.63;1.0;1.0;1.74;1.15;1.68;1.27;2.05;2.56;1.81;0.74;0.55;74.0;0.15;0.02;14.8;0.68;0.46;67.55;0.27;0.07;27.1;1.05;1.1;104.85;1.56;2.44;156.24;0.81;0.66;81.2
ZoneA_100.jpg;0;1318;1472;903;1229;44.09;7.86;11.22;26.27;2.63;115.82;0.701;56.07;0.698;5.675;1.0;1.0;1.35;1.0;1.0;1.05;2.02;2.56;1.86;0.35;0.12;35.0;0.0;0.0;0.19;0.0;0.0;0.03;0.05;0.0;4.93;1.02;1.04;102.03;1.56;2.44;156.24;0.86;0.75;86.31
ZoneA_101.jpg;0;1267;1754;691;921;32.46;6.76;9.45;29.53;2.95;95.86;0.716;42.46;0.709;4.42;1.0;1.0;1.6;1.52;1.24;1.38;1.6;2.56;1.03;0.6;0.35;59.5;0.52;0.27;51.7;0.24;0.06;23.86;0.38;0.15;38.25;0.6;0.36;59.77;1.56;2.44;156.24;0.03;0.0;3.43
ZoneA_102.jpg;0;1293;1728;691;947;32.47;6.72;9.65;29.32;2.93;95.19;0.696;43.08;0.712;4.549;1.0;1.0;1.64;1.57;1.23;1.41;1.6;2.56;1.06;0.64;0.42;64.5;0.57;0.33;57.49;0.23;0.05;23.42;0.41;0.17;40.86;0.6;0.36;60.18;1.56;2.44;156.24;0.06;0.0;5.8
ZoneA_103.jpg;0;730;960;1792;2074;86.89;12.91;15.67;21.73;2.17;188.81;0.824;86.16;0.645;6.799;2.0;2.0;2.2;2.0;2.0;2.0;2.43;2.56;1.71;0.2;0.04;10.0;0.0;0.0;0.03;0.0;0.0;0.06;0.0;0.0;0.08;0.43;0.19;21.52;0.56;0.32;28.12;0.29;0.08;14.37
ZoneA_104.jpg;0;730;909;1843;2086;87.77;13.22;15.69;21.64;2.16;189.93;0.843;88.09;0.641;7.035;2.0;2.0;2.28;2.0;2.0;2.03;2.61;2.56;1.85;0.27;0.08;13.75;0.0;0.0;0.05;0.0;0.0;0.1;0.03;0.0;1.67;0.61;0.37;30.55;0.56;0.32;28.12;0.15;0.02;7.5
ZoneA_105.jpg;0;960;1370;1382;1638;58.66;10.67;13.26;23.29;2.33;136.62;0.805;66.52;0.646;6.003;2.0;2.0;2.1;2.0;2.0;2.02;2.79;2.56;2.45;0.1;0.01;5.25;0.0;0.0;0.18;0.0;0.0;0.1;0.02;0.0;1.23;0.79;0.62;39.5;0.56;0.32;28.12;0.45;0.2;22.32
ZoneA_106.jpg;0;909;1370;1408;1638;59.76;10.84;13.23;23.23;2.32;138.83;0.82;66.1;0.644;5.818;2.0;2.0;2.04;2.0;2.0;1.97;2.81;2.56;2.41;0.04;0.0;2.0;0.0;0.0;0.22;0.0;0.0;0.05;0.03;0.0;1.53;0.81;0.65;40.31;0.56;0.32;28.12;0.41;0.17;20.48
ZoneA_107.jpg;0;1011;1190;1127;1332;45.13;9.31;11.54;24.92;2.49;112.47;0.807;57.02;0.656;5.734;2.0;2.0;2.0;2.0;2.0;1.99;2.8;2.56;2.79;0.0;0.0;0.25;0.0;0.0;0.24;0.0;0.0;0.05;0.01;0.0;0.61;0.8;0.64;39.97;0.56;0.32;28.12;0.79;0.62;39.38
ZoneA_108.jpg;0;1011;1216;1114;1331;45.63;9.22;11.55;24.97;2.5;113.94;0.798;55.8;0.669;5.431;2.0;2.0;2.05;2.0;2.0;2.04;2.72;2.56;2.71;0.05;0.0;2.5;0.0;0.0;0.1;0.0;0.0;0.05;0.04;0.0;1.88;0.72;0.52;36.21;0.56;0.32;28.12;0.71;0.5;35.32
ZoneA_109.jpg;0;1037;627;1997;1677;60.14;14.58;12.84;22.02;2.2;132.43;1.136;109.04;0.545;15.731;2.0;2.0;2.18;2.0;2.0;2.0;2.8;2.56;2.24;0.18;0.03;9.0;0.0;0.0;0.03;0.0;0.0;0.05;0.0;0.0;0.13;0.8;0.64;40.15;0.56;0.32;28.12;0.24;0.06;11.98
ZoneA_110.jpg;0;1011;627;2023;1741;61.78;14.67;13.24;21.88;2.19;135.17;1.108;112.77;0.541;16.381;2.0;2.0;2.26;2.0;2.0;2.05;2.83;2.56;2.31;0.26;0.07;13.0;0.0;0.0;0.14;0.0;0.0;0.08;0.05;0.0;2.43;0.83;0.69;41.68;0.56;0.32;28.12;0.31;0.09;15.37
ZoneA_111.jpg;0;1421;781;1497;1280;41.86;11.87;10.64;23.92;2.39;100.12;1.115;86.25;0.557;14.143;2.0;2.0;2.12;2.0;2.0;1.98;2.4;2.56;2.36;0.12;0.01;6.0;0.0;0.0;0.06;0.0;0.0;0.06;0.02;0.0;0.95;0.4;0.16;20.18;0.56;0.32;28.12;0.36;0.13;17.92
ZoneA_112.jpg;0;1395;781;1536;1305;42.14;12.09;10.77;23.74;2.37;100.04;1.123;88.71;0.55;14.863;2.0;2.0;2.16;1.99;1.84;1.77;2.28;2.56;2.23;0.16;0.03;8.0;0.01;0.0;0.53;0.16;0.03;8.05;0.23;0.05;11.64;0.28;0.08;13.86;0.56;0.32;28.12;0.23;0.05;11.63
ZoneA_113.jpg;0;1472;730;1254;1100;33.91;10.52;9.68;25.31;2.53;85.83;1.087;72.47;0.58;12.324;2.0;2.0;2.36;2.11;2.68;2.47;2.28;2.56;2.46;0.36;0.13;17.75;0.11;0.01;5.71;0.68;0.46;33.8;0.47;0.22;23.51;0.28;0.08;14.15;0.56;0.32;28.12;0.46;0.22;23.25
ZoneA_114.jpg;0;1446;755;1255;1101;33.88;10.53;9.69;25.31;2.53;85.74;1.087;73.82;0.574;12.8;2.0;2.0;2.31;2.11;2.6;2.38;2.27;2.56;2.35;0.31;0.09;15.25;0.11;0.01;5.71;0.6;0.36;30.19;0.38;0.15;19.23;0.27;0.07;13.67;0.56;0.32;28.12;0.35;0.12;17.4
ZoneA_115.jpg;0;602;704;1932;2355;107.61;13.57;17.35;21.19;2.12;228.02;0.782;138.0;0.646;14.084;6.0;6.0;5.72;6.0;6.0;5.95;5.19;2.56;5.66;0.28;0.08;4.67;0.0;0.0;0.02;0.0;0.0;0.0;0.05;0.0;0.78;0.81;0.65;13.46;3.44;11.82;57.29;0.34;0.12;5.69
ZoneA_116.jpg;0;627;704;1920;2342;105.34;13.51;17.27;21.22;2.12;223.53;0.782;139.52;0.638;14.704;6.0;6.0;5.71;5.75;5.9;5.77;5.19;2.56;5.47;0.29;0.08;4.83;0.25;0.06;4.1;0.1;0.01;1.62;0.23;0.05;3.83;0.81;0.66;13.57;3.44;11.82;57.29;0.53;0.28;8.83
ZoneA_117.jpg;0;1037;1216;1465;1792;71.49;11.06;14.19;22.78;2.28;162.86;0.78;105.44;0.652;12.375;6.0;6.0;5.58;6.0;6.0;5.95;4.74;2.56;5.43;0.42;0.18;7.0;0.0;0.0;0.03;0.0;0.0;0.01;0.05;0.0;0.8;1.26;1.58;20.96;3.44;11.82;57.29;0.57;0.32;9.5
ZoneA_118.jpg;0;1088;1190;1485;1818;74.33;11.16;14.33;22.68;2.27;168.57;0.779;106.37;0.657;12.113;6.0;6.0;5.61;6.0;6.0;6.03;4.77;2.56;5.53;0.39;0.15;6.5;0.0;0.0;0.01;0.0;0.0;0.01;0.03;0.0;0.47;1.23;1.51;20.48;3.44;11.82;57.29;0.47;0.22;7.83
ZoneA_119.jpg;0;1139;1216;1210;1434;56.92;9.75;12.12;24.31;2.43;138.37;0.805;73.59;0.691;7.571;6.0;6.0;2.51;2.32;2.31;2.68;3.47;2.56;3.55;3.49;12.18;58.17;3.68;13.52;61.28;3.69;13.61;61.48;3.32;11.01;55.29;2.53;6.42;42.22;3.44;11.82;57.29;2.45;6.0;40.83
ZoneA_120.jpg;0;1139;1216;1203;1434;57.1;9.7;12.13;24.33;2.43;138.93;0.8;78.3;0.684;8.544;6.0;6.0;3.3;2.77;3.98;3.43;3.77;2.56;4.66;2.7;7.29;45.0;3.23;10.44;53.85;2.02;4.07;33.63;2.57;6.61;42.86;2.23;4.95;37.09;3.44;11.82;57.29;1.34;1.81;22.4
ZoneA_121.jpg;0;883;1094;2074;992;43.38;15.94;8.0;23.19;2.32;100.61;1.994;112.88;0.474;23.374;1.0;1.0;1.33;1.0;1.0;1.0;1.76;2.56;1.9;0.33;0.11;33.0;0.0;0.0;0.07;0.0;0.0;0.08;0.0;0.0;0.38;0.76;0.58;76.32;1.56;2.44;156.25;0.9;0.8;89.7
ZoneA_122.jpg;0;934;1094;2042;1018;43.27;15.7;8.21;23.2;2.32;100.39;1.913;114.81;0.462;24.243;1.0;1.0;1.2;1.0;1.0;1.02;1.72;2.56;1.92;0.2;0.04;19.5;0.0;0.0;0.03;0.0;0.0;0.08;0.02;0.0;2.42;0.72;0.52;72.3;1.56;2.44;156.25;0.92;0.85;92.02
ZoneA_123.jpg;0;1171;1242;1530;768;31.62;12.95;6.82;25.54;2.55;80.77;1.9;89.41;0.502;20.117;1.0;1.0;1.62;1.46;1.71;1.8;1.79;2.56;1.54;0.62;0.38;61.5;0.46;0.22;46.46;0.71;0.5;70.84;0.8;0.64;79.96;0.79;0.62;78.72;1.56;2.44;156.25;0.54;0.29;53.94
ZoneA_124.jpg;0;1165;1242;1561;768;31.41;13.15;6.78;25.41;2.54;79.8;1.938;89.69;0.494;20.383;1.0;1.0;1.64;1.47;1.78;1.8;1.78;2.56;1.58;0.64;0.41;64.0;0.47;0.22;46.82;0.78;0.61;78.18;0.8;0.64;79.92;0.78;0.61;78.08;1.56;2.44;156.25;0.58;0.33;57.58
ZoneA_125.jpg;0;1498;1242;1280;601;28.98;11.72;5.77;27.62;2.76;80.04;2.031;69.21;0.596;13.153;1.0;1.0;1.29;1.0;1.0;1.01;1.64;2.56;1.05;0.29;0.08;29.0;0.0;0.0;0.12;0.0;0.0;0.0;0.01;0.0;0.86;0.64;0.41;63.89;1.56;2.44;156.25;0.05;0.0;5.13
ZoneA_126.jpg;0;1523;1267;1255;602;28.45;11.55;5.81;27.76;2.78;78.99;1.988;71.45;0.576;14.276;1.0;1.0;1.16;1.0;1.0;1.01;1.62;2.56;1.01;0.17;0.03;16.5;0.0;0.0;0.0;0.0;0.0;0.05;0.01;0.0;1.24;0.62;0.39;62.06;1.56;2.44;156.25;0.01;0.0;0.78
ZoneA_127.jpg;0;960;1011;1562;2413;86.65;11.17;18.1;21.58;2.16;187.0;0.617;107.48;0.563;10.608;4.0;4.0;3.08;3.62;3.22;3.78;2.86;2.56;3.18;0.92;0.85;23.0;0.38;0.14;9.49;0.78;0.6;19.44;0.22;0.05;5.58;1.14;1.3;28.45;1.44;2.07;35.94;0.82;0.67;20.51
ZoneA_128.jpg;0;986;1037;1516;2387;85.48;10.9;17.99;21.68;2.17;185.32;0.606;106.54;0.569;10.566;4.0;4.0;3.46;4.0;4.0;3.97;2.75;2.56;3.26;0.54;0.3;13.62;0.0;0.0;0.01;0.0;0.0;0.01;0.03;0.0;0.79;1.25;1.56;31.25;1.44;2.07;35.94;0.74;0.55;18.6
ZoneA_129.jpg;0;1114;1088;1203;1888;58.91;9.22;15.18;23.13;2.31;136.25;0.608;81.81;0.569;9.042;4.0;4.0;3.0;2.88;3.52;3.07;2.69;2.56;3.13;1.0;1.01;25.12;1.12;1.25;27.92;0.48;0.23;12.11;0.93;0.87;23.35;1.31;1.72;32.79;1.44;2.07;35.94;0.87;0.76;21.84
ZoneA_130.jpg;0;1088;1062;1171;1908;58.4;8.99;15.36;23.16;2.32;135.25;0.585;84.9;0.572;9.821;4.0;4.0;3.56;4.0;4.0;3.95;2.66;2.56;3.03;0.44;0.19;10.87;0.0;0.0;0.05;0.0;0.0;0.03;0.05;0.0;1.35;1.34;1.78;33.39;1.44;2.07;35.94;0.97;0.95;24.34
ZoneA_131.jpg;0;1293;1216;985;1562;47.84;8.04;13.37;24.62;2.46;117.77;0.601;69.59;0.582;8.055;4.0;4.0;3.79;4.0;4.0;3.94;3.08;2.56;3.12;0.21;0.04;5.25;0.0;0.0;0.01;0.0;0.0;0.03;0.06;0.0;1.41;0.92;0.85;23.09;1.44;2.07;35.94;0.88;0.77;21.93
ZoneA_132.jpg;0;1325;1190;979;1556;48.51;8.0;13.34;24.66;2.47;119.62;0.6;70.73;0.583;8.206;4.0;4.0;3.78;4.0;4.0;3.98;3.09;2.56;3.13;0.21;0.05;5.37;0.0;0.0;0.09;0.0;0.0;0.01;0.02;0.0;0.47;0.91;0.83;22.72;1.44;2.07;35.94;0.87;0.76;21.85
ZoneA_133.jpg;0;883;1216;2611;1305;55.26;18.75;9.83;21.66;2.17;119.7;1.908;118.45;0.412;20.205;3.0;3.0;2.86;3.0;3.0;2.99;2.3;2.56;1.93;0.13;0.02;4.5;0.0;0.0;0.01;0.0;0.0;0.04;0.01;0.0;0.17;0.7;0.49;23.33;0.44;0.19;14.58;1.07;1.15;35.69
ZoneA_134.jpg;0;883;1267;2611;1274;54.82;18.79;9.61;21.71;2.17;119.01;1.955;119.38;0.415;20.69;3.0;3.0;2.82;3.0;3.0;2.98;2.31;2.56;1.94;0.17;0.03;5.83;0.0;0.0;0.06;0.0;0.0;0.02;0.02;0.0;0.72;0.69;0.47;22.89;0.44;0.19;14.58;1.06;1.12;35.26
ZoneA_135.jpg;0;1037;1242;1965;940;35.48;15.36;7.7;23.58;2.36;83.67;1.994;91.55;0.429;18.795;3.0;3.0;2.3;3.0;3.0;2.97;1.58;2.56;1.81;0.7;0.49;23.33;0.0;0.0;0.05;0.0;0.0;0.01;0.03;0.0;1.06;1.42;2.01;47.25;0.44;0.19;14.58;1.19;1.41;39.65
ZoneA_136.jpg;0;1037;1242;2022;979;36.45;15.64;7.94;23.34;2.33;85.07;1.97;93.48;0.426;19.08;3.0;3.0;2.17;2.96;2.91;2.85;1.57;2.56;1.8;0.83;0.69;27.67;0.04;0.0;1.19;0.09;0.01;2.84;0.15;0.02;5.15;1.43;2.04;47.6;0.44;0.19;14.58;1.2;1.43;39.91
ZoneA_137.jpg;0;1216;1293;1587;768;27.85;13.32;6.76;25.31;2.53;70.49;1.971;79.53;0.439;18.075;3.0;3.0;1.86;1.54;2.43;1.94;1.56;2.56;1.52;1.14;1.3;38.0;1.46;2.14;48.78;0.57;0.33;19.07;1.06;1.13;35.44;1.44;2.08;48.13;0.44;0.19;14.58;1.48;2.19;49.36
ZoneA_138.jpg;0;1242;1293;1561;793;28.14;13.1;6.98;25.31;2.53;71.22;1.877;79.2;0.434;17.741;3.0;3.0;1.9;2.98;2.65;2.18;1.48;2.56;1.5;1.1;1.22;36.83;0.02;0.0;0.54;0.35;0.12;11.71;0.82;0.67;27.22;1.52;2.3;50.59;0.44;0.19;14.58;1.5;2.25;50.03
ZoneA_139.jpg;0;832;986;1562;2195;71.01;11.33;16.7;21.89;2.19;155.45;0.679;126.98;0.515;18.067;2.0;2.0;2.14;2.0;2.0;2.02;2.86;2.56;1.88;0.15;0.02;7.25;0.0;0.0;0.01;0.0;0.0;0.06;0.02;0.0;0.81;0.86;0.73;42.77;0.56;0.32;28.13;0.12;0.01;6.1
ZoneA_140.jpg;0;781;934;1613;2266;71.57;11.61;17.1;21.71;2.17;155.38;0.679;138.14;0.502;21.217;2.0;2.0;2.11;2.0;2.0;1.97;2.88;2.56;1.78;0.11;0.01;5.5;0.0;0.0;0.07;0.0;0.0;0.04;0.03;0.0;1.26;0.88;0.77;43.91;0.56;0.32;28.13;0.22;0.05;11.09
ZoneA_141.jpg;0;1114;1395;1203;1715;50.23;9.39;14.03;23.54;2.35;118.23;0.669;101.4;0.523;16.29;2.0;2.0;2.06;2.0;2.0;1.99;2.37;2.56;1.69;0.06;0.0;3.0;0.0;0.0;0.04;0.0;0.0;0.06;0.01;0.0;0.49;0.37;0.14;18.48;0.56;0.32;28.12;0.31;0.1;15.43
ZoneA_142.jpg;0;1062;1344;1255;1766;51.73;9.69;14.3;23.29;2.33;120.47;0.678;104.38;0.522;16.763;2.0;2.0;2.01;2.0;2.0;1.98;2.28;2.56;1.66;0.01;0.0;0.5;0.0;0.0;0.11;0.0;0.0;0.07;0.02;0.0;0.93;0.28;0.08;14.18;0.56;0.32;28.12;0.34;0.12;17.12
ZoneA_143.jpg;0;1114;1395;940;1344;39.22;7.97;11.95;25.59;2.56;100.35;0.667;78.62;0.571;12.544;2.0;2.0;2.0;2.0;2.0;2.02;2.53;2.56;1.87;0.0;0.0;0.25;0.0;0.0;0.01;0.0;0.0;0.05;0.02;0.0;1.05;0.53;0.29;26.71;0.56;0.32;28.12;0.13;0.02;6.45
